hiany_id;hiany_eszkoznev;hiany_muszakicsop;hiany_muszakicsopnev;tobblet_id;tobblet_eszkoznev;tobblet_muszakicsop;toblet_muszakicsopnev
15038;GÖRGŐS SZÉK vezetői, bőr;BU0501;Irodai forgószék;29841;Vezetői forgószék bőr;BU0701;Vezetői forgószék
15066;GÖRGŐS SZÉK vezetői, bőr;BU0501;Irodai forgószék;26365;Vezetői forgószék, bőr;BU0701;Vezetői forgószék
15066;GÖRGŐS SZÉK vezetői, bőr;BU0501;Irodai forgószék;29841;Vezetői forgószék bőr;BU0701;Vezetői forgószék
13160;forgatható karosszék szövet kárpittal;BU0501;Irodai forgószék;25104;Forgatható karosszék;BU0501;Irodai forgószék
13160;forgatható karosszék szövet kárpittal;BU0501;Irodai forgószék;1104;Forgatható karosszék;BU0501;Irodai forgószék
246655;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék;26690;Favázas támlásszék, szövet kárpittal;BU0601;Favázas támlásszék
246655;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék;27108;Favázas támlásszék szövet kárpittal;BU0601;Favázas támlásszék
144190;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144190;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144277;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144277;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144172;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144172;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144239;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144239;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144240;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144240;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144267;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
144267;FÉMVÁZAS TÁMLÁSSZÉK KLF. (KR);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
1083;FAVÁZAS TÁMLÁSSZÉK CSERESZNYE;BU0601;Favázas támlásszék;82664;Favázas támlásszék cseresznye;BU0601;Favázas támlásszék
1083;FAVÁZAS TÁMLÁSSZÉK CSERESZNYE;BU0601;Favázas támlásszék;82651;Favázas támlásszék cseresznye;BU0601;Favázas támlásszék
923;Favázas támlásszék;BU0601;Favázas támlásszék;31092;Favázas támlásszék;BU0601;Favázas támlásszék
923;Favázas támlásszék;BU0601;Favázas támlásszék;31193;Favázas támlásszék;BU0601;Favázas támlásszék
925;Favázas támlásszék;BU0601;Favázas támlásszék;31092;Favázas támlásszék;BU0601;Favázas támlásszék
925;Favázas támlásszék;BU0601;Favázas támlásszék;31193;Favázas támlásszék;BU0601;Favázas támlásszék
926;Favázas támlásszék szövet kárpittal;BU0601;Favázas támlásszék;26690;Favázas támlásszék, szövet kárpittal;BU0601;Favázas támlásszék
926;Favázas támlásszék szövet kárpittal;BU0601;Favázas támlásszék;27108;Favázas támlásszék szövet kárpittal;BU0601;Favázas támlásszék
566;2 AJTÓS IRATSZEKRÉNY cseresznye;BS0202;2. ajtós szekrény;25716;1 AJTÓS IRATSZEKRÉNY cseresznye (DB);BS0102;1. ajtós szekrény
566;2 AJTÓS IRATSZEKRÉNY cseresznye;BS0202;2. ajtós szekrény;25362;2 AJTÓS FELSŐ  IRATSZEKRÉNY CSERESZNYE;BS0202;2. ajtós szekrény
238;FAVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0601;Favázas támlásszék;31092;Favázas támlásszék;BU0601;Favázas támlásszék
238;FAVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0601;Favázas támlásszék;31193;Favázas támlásszék;BU0601;Favázas támlásszék
79206;Favázas támlásszék Bükk;BU0601;Favázas támlásszék;31085;Favázas támlásszék Bükk;BU0601;Favázas támlásszék
79206;Favázas támlásszék Bükk;BU0601;Favázas támlásszék;31092;Favázas támlásszék;BU0601;Favázas támlásszék
85949; ÖLTÖZŐSZEKRÉNY 2 AJTÓS BÜKK;BS0801;Öltöző szekrény fa;1855;2 ajtós öltözőszekrény bükk;BS0801;Öltöző szekrény fa
85949; ÖLTÖZŐSZEKRÉNY 2 AJTÓS BÜKK;BS0801;Öltöző szekrény fa;1136;2 ajtós öltöző szekrény;BS0801;Öltöző szekrény fa
85944;Favázas támlásszék kárpitos;BU0601;Favázas támlásszék;31092;Favázas támlásszék;BU0601;Favázas támlásszék
85944;Favázas támlásszék kárpitos;BU0601;Favázas támlásszék;31193;Favázas támlásszék;BU0601;Favázas támlásszék
85943;2 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0203;2 ajtós akasztós szekrény;28349;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
85943;2 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0203;2 ajtós akasztós szekrény;82737;2 ajtós akasztós szekrény bükk;BS0203;2 ajtós akasztós szekrény
85942;2 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0203;2 ajtós akasztós szekrény;28349;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
85942;2 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0203;2 ajtós akasztós szekrény;82737;2 ajtós akasztós szekrény bükk;BS0203;2 ajtós akasztós szekrény
85941;1 AJTÓS AKASZTÓS SZEKRÉNY MAHAGÓNI;BS0103;1 ajtós akasztós szekrény;1323;1 ajtós akasztós szekrény mahagóni;BS0103;1 ajtós akasztós szekrény
85941;1 AJTÓS AKASZTÓS SZEKRÉNY MAHAGÓNI;BS0103;1 ajtós akasztós szekrény;1320;1 ajtós akasztós szekrény mahagóni;BS0103;1 ajtós akasztós szekrény
85925;ALUL ZÁRT FELÜL NYITOTT SZEKRÉNY TALIZMÁ;BS0202;2. ajtós szekrény;29905;2. ajtós szekrény;BS0202;2. ajtós szekrény
85925;ALUL ZÁRT FELÜL NYITOTT SZEKRÉNY TALIZMÁ;BS0202;2. ajtós szekrény;26121;2 ajtós szekrény;BS0202;2. ajtós szekrény
88974;FAVÁZAS TÁMLÁSSZÉK KLF. (DB) cseresznye;BU0601;Favázas támlásszék;82664;Favázas támlásszék cseresznye;BU0601;Favázas támlásszék
88974;FAVÁZAS TÁMLÁSSZÉK KLF. (DB) cseresznye;BU0601;Favázas támlásszék;82651;Favázas támlásszék cseresznye;BU0601;Favázas támlásszék
88973;FAVÁZAS TÁMLÁSSZÉK KLF. (DB) bükk;BU0601;Favázas támlásszék;31085;Favázas támlásszék Bükk;BU0601;Favázas támlásszék
88973;FAVÁZAS TÁMLÁSSZÉK KLF. (DB) bükk;BU0601;Favázas támlásszék;31092;Favázas támlásszék;BU0601;Favázas támlásszék
88958;favázas támlásszék szövet kárpit;BU0601;Favázas támlásszék;28993;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPIT.Cseresz;BU0601;Favázas támlásszék
88958;favázas támlásszék szövet kárpit;BU0601;Favázas támlásszék;26690;Favázas támlásszék, szövet kárpittal;BU0601;Favázas támlásszék
88957;favázas támlásszék műanyag kárpit;BU0601;Favázas támlásszék;31092;Favázas támlásszék;BU0601;Favázas támlásszék
88957;favázas támlásszék műanyag kárpit;BU0601;Favázas támlásszék;31193;Favázas támlásszék;BU0601;Favázas támlásszék
820;4 AJTÓS 4 ZÁRAS VASLEMEZ IRATSZEKRÉNY (D;BS0904; 4. ajtós vaslemez iratszekrény;28865;1. ajtós vaslemez iratszekrény;BS0902; 1. ajtós vaslemez iratszekrény
820;4 AJTÓS 4 ZÁRAS VASLEMEZ IRATSZEKRÉNY (D;BS0904; 4. ajtós vaslemez iratszekrény;31275;1. ajtós vaslemez iratszekrény;BS0902; 1. ajtós vaslemez iratszekrény
754;Fémvázas támlásszék műanyag;BU0603;Fémvázas támlásszék;884;Fémvázas műanyag támlásszék kék;BU0603;Fémvázas támlásszék
754;Fémvázas támlásszék műanyag;BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
856;Fémvázas támlásszék;BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
856;Fémvázas támlásszék;BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
827;Fémvázas támlásszék klf.;BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
827;Fémvázas támlásszék klf.;BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
828;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
828;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
622;2 ajtós iratszekrény szürke;BS0202;2. ajtós szekrény;25652;1 ajtós iratszekrény;BS0102;1. ajtós szekrény
622;2 ajtós iratszekrény szürke;BS0202;2. ajtós szekrény;25019;1 ajtós iratszekrény;BS0102;1. ajtós szekrény
590;2 AJTÓS FELSŐSZEKRÉNY MAHAGÓNI (DB);BS0502;2. ajtós felső szekrény;1327;2 ajtós felsőszekrény mahagóni;BS0502;2. ajtós felső szekrény
590;2 AJTÓS FELSŐSZEKRÉNY MAHAGÓNI (DB);BS0502;2. ajtós felső szekrény;25705;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény
512;2 AJTÓS IRATSZEKRÉNY MAHAGÓNI (DB);BS0202;2. ajtós szekrény;28350;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
512;2 AJTÓS IRATSZEKRÉNY MAHAGÓNI (DB);BS0202;2. ajtós szekrény;25213;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
251;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
251;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
97;1 AJTÓS AKASZTÓS SZEKRÉNY MAHAGÓNI (DB);BS0103;1 ajtós akasztós szekrény;83724;1 AJTÓS AKASZTÓS SZEKRÉNY MAHAGÓNI (DB);BS0103;1 ajtós akasztós szekrény
97;1 AJTÓS AKASZTÓS SZEKRÉNY MAHAGÓNI (DB);BS0103;1 ajtós akasztós szekrény;1320;1 ajtós akasztós szekrény mahagóni;BS0103;1 ajtós akasztós szekrény
555;2 ajtós akasztós szekrény;BS0203;2 ajtós akasztós szekrény;26430;1 ajtós akasztós szekrény;BS0103;1 ajtós akasztós szekrény
555;2 ajtós akasztós szekrény;BS0203;2 ajtós akasztós szekrény;26935;1 ajtós akasztós szekrény;BS0103;1 ajtós akasztós szekrény
837;2 AJTÓS 1 ZÁRAS VASLEMEZ IRATSZEKERÉNY (;BS0903; 2. ajtós vaslemez iratszekrény;28865;1. ajtós vaslemez iratszekrény;BS0902; 1. ajtós vaslemez iratszekrény
837;2 AJTÓS 1 ZÁRAS VASLEMEZ IRATSZEKERÉNY (;BS0903; 2. ajtós vaslemez iratszekrény;31275;1. ajtós vaslemez iratszekrény;BS0902; 1. ajtós vaslemez iratszekrény
242;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
242;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
254;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
254;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
256;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;29455;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
256;FÉMVÁZAS TÁMLÁSSZÉK KLF. (DB);BU0603;Fémvázas támlásszék;27314;Fémvázas támlásszék;BU0603;Fémvázas támlásszék
17387;1 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0103;1 ajtós akasztós szekrény;28349;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
17387;1 AJTÓS AKASZTÓS SZEKRÉNY BÜKK (DB);BS0103;1 ajtós akasztós szekrény;82737;2 ajtós akasztós szekrény bükk;BS0203;2 ajtós akasztós szekrény
17528;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény;25199;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény
17528;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény;25705;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény
16810;1 AJTÓS IRATSZEKRÉNY (DB);BS0102;1. ajtós szekrény;28350;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
16810;1 AJTÓS IRATSZEKRÉNY (DB);BS0102;1. ajtós szekrény;25213;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
14859;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény;28349;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
14859;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény;82737;2 ajtós akasztós szekrény bükk;BS0203;2 ajtós akasztós szekrény
15197;1 AJTÓS FELSŐSZEKRÉNY bükk 75x60x40;BS0501;1. ajtós felső szekrény;28083;1.ajtós felsőszekrény Bükk;BS0501;1. ajtós felső szekrény
15197;1 AJTÓS FELSŐSZEKRÉNY bükk 75x60x40;BS0501;1. ajtós felső szekrény;25916;1 ajtós felsőszekrény bükk;BS0501;1. ajtós felső szekrény
17440;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény;28350;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
17440;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény;25213;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
17695;FÉMVÁZAS SZÉK . (DB);BU0603;Fémvázas támlásszék;253601;fémvázas szék;BU0603;Fémvázas támlásszék
17695;FÉMVÁZAS SZÉK . (DB);BU0603;Fémvázas támlásszék;253944;fémvázas támlás szék;BU0603;Fémvázas támlásszék
15587;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény;31100;1. ajtós felső szekrény  Bükk;BS0501;1. ajtós felső szekrény
15587;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény;31043;1. ajtós felső szekrény Bükk;BS0501;1. ajtós felső szekrény
14304;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;29905;2. ajtós szekrény;BS0202;2. ajtós szekrény
14304;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;26121;2 ajtós szekrény;BS0202;2. ajtós szekrény
14290;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;29905;2. ajtós szekrény;BS0202;2. ajtós szekrény
14290;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;26121;2 ajtós szekrény;BS0202;2. ajtós szekrény
17127;2 AJTÓS IRATSZEKRÉNY (DB);BS0202;2. ajtós szekrény;28350;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
17127;2 AJTÓS IRATSZEKRÉNY (DB);BS0202;2. ajtós szekrény;25213;1 AJTÓS IRATSZEKRÉNY BÜKK (DB);BS0102;1. ajtós szekrény
15631;Támlás szék bordó szövettel (NNI);BU0601;Favázas támlásszék;26067;támlás szék bordó kárpittal;BU0601;Favázas támlásszék
15631;Támlás szék bordó szövettel (NNI);BU0601;Favázas támlásszék;26218;bükk támlás szék bordó kárpittal;BU0601;Favázas támlásszék
16995;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény;28918;1. ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
16995;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény;27071;1 ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
16996;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény;28918;1. ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
16996;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény;27071;1 ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
16978;ÜVEGES SZEKRÉNY (DB);BS0201;2. ajtós üveges szekrény;27181;Üveges szekrény 4 ajtós;BS9925;Üveges szekrény
16978;ÜVEGES SZEKRÉNY (DB);BS0201;2. ajtós üveges szekrény;26879;2. ajtós üveges szekrény;BS0201;2. ajtós üveges szekrény
15572;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény;31100;1. ajtós felső szekrény  Bükk;BS0501;1. ajtós felső szekrény
15572;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény;31043;1. ajtós felső szekrény Bükk;BS0501;1. ajtós felső szekrény
14312;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;29905;2. ajtós szekrény;BS0202;2. ajtós szekrény
14312;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;26121;2 ajtós szekrény;BS0202;2. ajtós szekrény
18069;Bökk 1 jatós iratszekrény NNI;BS0102;1. ajtós szekrény;25652;1 ajtós iratszekrény;BS0102;1. ajtós szekrény
18069;Bökk 1 jatós iratszekrény NNI;BS0102;1. ajtós szekrény;25019;1 ajtós iratszekrény;BS0102;1. ajtós szekrény
16844;FELSŐSZEKRÉNY  (DB);BS0501;1. ajtós felső szekrény;25199;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény
16844;FELSŐSZEKRÉNY  (DB);BS0501;1. ajtós felső szekrény;25705;1 AJTÓS FELSŐSZEKRÉNY BÜKK (DB);BS0501;1. ajtós felső szekrény
14898;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény;28349;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
14898;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény;82737;2 ajtós akasztós szekrény bükk;BS0203;2 ajtós akasztós szekrény
15689;Támlás szék bordó szövettel (NNI);BU0601;Favázas támlásszék;26067;támlás szék bordó kárpittal;BU0601;Favázas támlásszék
15689;Támlás szék bordó szövettel (NNI);BU0601;Favázas támlásszék;26218;bükk támlás szék bordó kárpittal;BU0601;Favázas támlásszék
16980;ÜVEGES SZEKRÉNY (DB);BS0201;2. ajtós üveges szekrény;27181;Üveges szekrény 4 ajtós;BS9925;Üveges szekrény
16980;ÜVEGES SZEKRÉNY (DB);BS0201;2. ajtós üveges szekrény;26879;2. ajtós üveges szekrény;BS0201;2. ajtós üveges szekrény
14325;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;29905;2. ajtós szekrény;BS0202;2. ajtós szekrény
14325;1 AJTÓS IRATTÁROLÓ SZEKRÉNY (DB);BS0102;1. ajtós szekrény;26121;2 ajtós szekrény;BS0202;2. ajtós szekrény
18241;Bükk támlás szék bordó kárpittal NNI;BU0601;Favázas támlásszék;26218;bükk támlás szék bordó kárpittal;BU0601;Favázas támlásszék
18241;Bükk támlás szék bordó kárpittal NNI;BU0601;Favázas támlásszék;26219;bükk támlás szék bordó kárpittal;BU0601;Favázas támlásszék
16974;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék;26690;Favázas támlásszék, szövet kárpittal;BU0601;Favázas támlásszék
16974;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék;27108;Favázas támlásszék szövet kárpittal;BU0601;Favázas támlásszék
16989;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény;28918;1. ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
16989;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény;27071;1 ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
18253;Akasztós szekrény vezetői cseresznye NNI;BS0103;1 ajtós akasztós szekrény;28650;1 AJTÓS AKASZTÓS SZEKRÉNY cseresznye;BS0103;1 ajtós akasztós szekrény
18253;Akasztós szekrény vezetői cseresznye NNI;BS0103;1 ajtós akasztós szekrény;31259;1. ajtós akasztós szekrény Cseresznye;BS0103;1 ajtós akasztós szekrény
15431;Akasztós szekrény 1 ajtós bükk (NNI);BS0103;1 ajtós akasztós szekrény;28349;1 AJTÓS AKASZTÓS SZEKRÉNY, bükk;BS0103;1 ajtós akasztós szekrény
15431;Akasztós szekrény 1 ajtós bükk (NNI);BS0103;1 ajtós akasztós szekrény;82737;2 ajtós akasztós szekrény bükk;BS0203;2 ajtós akasztós szekrény
18154;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény;31100;1. ajtós felső szekrény  Bükk;BS0501;1. ajtós felső szekrény
18154;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény;31043;1. ajtós felső szekrény Bükk;BS0501;1. ajtós felső szekrény
14947;1 AJTÓS IRATSZEKRÉNY bükk 160x60x40;BS0102;1. ajtós szekrény;25902;1 ajtós iratszekrény bükk;BS0102;1. ajtós szekrény
14947;1 AJTÓS IRATSZEKRÉNY bükk 160x60x40;BS0102;1. ajtós szekrény;26202;1 ajtós iratszekrény bükk;BS0102;1. ajtós szekrény
18118;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény;31100;1. ajtós felső szekrény  Bükk;BS0501;1. ajtós felső szekrény
18118;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény;31043;1. ajtós felső szekrény Bükk;BS0501;1. ajtós felső szekrény
14915;1 AJTÓS IRATSZEKRÉNY bükk 160x60x40;BS0102;1. ajtós szekrény;25902;1 ajtós iratszekrény bükk;BS0102;1. ajtós szekrény
14915;1 AJTÓS IRATSZEKRÉNY bükk 160x60x40;BS0102;1. ajtós szekrény;26202;1 ajtós iratszekrény bükk;BS0102;1. ajtós szekrény
18124;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény;31100;1. ajtós felső szekrény  Bükk;BS0501;1. ajtós felső szekrény
18124;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény;31043;1. ajtós felső szekrény Bükk;BS0501;1. ajtós felső szekrény
11676;1 AJTÓS LEMEZ IRATSZEKRÉNY;BS0902; 1. ajtós vaslemez iratszekrény;28865;1. ajtós vaslemez iratszekrény;BS0902; 1. ajtós vaslemez iratszekrény
11676;1 AJTÓS LEMEZ IRATSZEKRÉNY;BS0902; 1. ajtós vaslemez iratszekrény;31275;1. ajtós vaslemez iratszekrény;BS0902; 1. ajtós vaslemez iratszekrény
11672;1 AJTÓS FELSŐ SZEKRÉNY;BS0501;1. ajtós felső szekrény;27047;1 ajtós felső szekrény;BS0501;1. ajtós felső szekrény
11672;1 AJTÓS FELSŐ SZEKRÉNY;BS0501;1. ajtós felső szekrény;28861;1. ajtós felső szekrény;BS0501;1. ajtós felső szekrény
11660;1 AJTÓS POLCOS IRATSZEKRÉNY;BS0102;1. ajtós szekrény;26377;2. ajtós polcos szekrény;BS0202;2. ajtós szekrény
11660;1 AJTÓS POLCOS IRATSZEKRÉNY;BS0102;1. ajtós szekrény;28859;1. ajtós szekrény polcos;BS0102;1. ajtós szekrény
9494;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék;26690;Favázas támlásszék, szövet kárpittal;BU0601;Favázas támlásszék
9494;FAVÁZAS TÁMLÁSSZÉK SZÖVET KÁRPITTAL (DB);BU0601;Favázas támlásszék;27108;Favázas támlásszék szövet kárpittal;BU0601;Favázas támlásszék
11665;1 AJTÓS POLCOS IRATSZEKRÉNY;BS0102;1. ajtós szekrény;26377;2. ajtós polcos szekrény;BS0202;2. ajtós szekrény
11665;1 AJTÓS POLCOS IRATSZEKRÉNY;BS0102;1. ajtós szekrény;28859;1. ajtós szekrény polcos;BS0102;1. ajtós szekrény
11666;1 AJTÓS AKASZTÓS SZEKRÉNY;BS0103;1 ajtós akasztós szekrény;26430;1 ajtós akasztós szekrény;BS0103;1 ajtós akasztós szekrény
11666;1 AJTÓS AKASZTÓS SZEKRÉNY;BS0103;1 ajtós akasztós szekrény;26935;1 ajtós akasztós szekrény;BS0103;1 ajtós akasztós szekrény
11818;FELSŐSZEKRÉNY 1 ajtós;BS0501;1. ajtós felső szekrény;28918;1. ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
11818;FELSŐSZEKRÉNY 1 ajtós;BS0501;1. ajtós felső szekrény;27071;1 ajtós felsőszekrény;BS0501;1. ajtós felső szekrény
11820;1 AJTÓS AKASZTÓS SZEKRÉNY (DB);BS0103;1 ajtós akasztós szekrény;26430;1 ajtós akasztós szekrény;BS0103;1 ajtós akasztós szekrény
11820;1 AJTÓS AKASZTÓS SZEKRÉNY (DB);BS0103;1 ajtós akasztós szekrény;26935;1 ajtós akasztós szekrény;BS0103;1 ajtós akasztós szekrény
11734;Felső szekrény 2 ajtós cseresznye;BS0502;2. ajtós felső szekrény;29854;2. ajtós felső szekrény cseresznye;BS0502;2. ajtós felső szekrény
